kbg02**|너무 이뻐요♥♥     ♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥그리고 살때 한치수 더 큰걸루 사야할것 같아요ㅠ그래도 맘에 들어요
yjhe**|모델분이 입은 거 보고 그렇게 크지는 않나... 생각하면서 샀는데 완전 큼... 정말 큼... 진짜 디자인은 너무 예쁜데 입으면 너무 부해보인달까. 그래서 우리 언니 줘버림 여러분 사이즈 잘 알아보고 사세요...ㅠㅠ
yjhe**|진짜 핵 존예임..! 모델분이 입으신거 보고 와 진짜 색깔 예쁘다 하면서 샀는데 모델분이 입은거랑 색깔 거읟 동일하고.. 이 가격으로 이렇게 예쁜 옷 사서 넘나 좋았음! 가성비 짱!
gohee12**|가격도 싸고 기대햇던거이상이라서 좋았어요배송도 되계빨라요!!
gohee12**|이가격에 진짜 싸게주고산거같아요 배송도 빠르고 즇아용
duck48**|가디건이랑 입을려고 삿는데 안어울려서 포기햇고...ㅎ그냥 저거하고 안네 셔츠입을려구여ㅎㅎ넘 이뻐요 짱!!많이 애용할께여ㅎ
im99c**|코트 추울때 한참 잘입구다니다가 요즘 따뜻해서 드라이맡겨놨어용 색예쁘구 고급느낌은전혀없구 그렇다구엄청싸보이지도않아요 근데신기한게 싼데도 진짜추울땐 이거입으면 담요두르구다니는느낌??ㅋㅋㅋ 안에 히트텍이랑 니트 목도리 요정도만하면 하나두 안추웠어요 롱패딩살때까지입으려했던건데 넘따뜻해서 올해는추위그냥이거로버티려구요ㅋㅋ
im99c**|코코아랑갈색치마삿어요 사진이랑 색도 비슷하구 예뻐용! 목이짧아서 반폴라만입다가 이렇게 목길고큰니트는첨인데 이렇게따뜻한거군요ㅠㅠㅠ 비슷한거다른색하나더사구싶어요 치마도생각보단작은데예뻐요
crysp**|보자마자 이뻐서 바로구매했어요 근데역시완전이뻐요ㅎㅎㅎ길이는길어서 다리도가려주고 그냥예뻐요!! 후회없어요 고민하고있다면꼭사요!!
wodus**|와인색상을 구매했구요! 그런데 색상이 좀 갈색빛이나요 와인색상보단 갈색에 가까워요 같이 구매한 치마랑 입으면 이쁘고요 길이도 엉덩이반가리는정도라 딱 좋습니당
wodus**|치마왔어요 입금2일만에 배송빠르게 왓어용ㅎㅎ 치마질도 엄청 좋구요 스판같은면서도 아니에요 질도좋고 기모도 잘들어가잇어요 근데 주머니 모양이 좀있네요ㅜㅜ 쨋든 잘입겠습니디ㅡ!
wodus**|가격대비 코트 짱이구요! 엄청이쁜데 생각보단 좀 무거워요 딱제가 원하던 길이라 좋구요 66-77사이즈라 그런가 좀 박시하네요ㅜㅜ 암튼 이쁘게 입겠습니다!
snszk**|s 사이즈 매진으로 m을 시키긴 했지만 생각보다 많이 크지도 않고 괜찮았어요 베이지 s도 샀는데 사이즈가 많이 차이나는 느낌은 아니라 m으로 사셔두 괜찮을 것 같았어욤 생각만큼 너무 예쁘고 추천해요 ♡´･ᴗ･`♡사고나니 50% 할인이라니 넘 슬픕니다 ㅠㅅㅠ
1624879691151295**|ㅋ
jshjang**|시킨 다음날 바로 옷이 도착해서 너무 좋았어요❣ 택배오자마자  입어봤는데 색감도 이쁘고 옷도 따뜻해서 가격대비해서 입기 정말 좋은거 같아요‼️ 키가 작아서 그런지 소매가 조금 길긴하지만 접어서 입으면 괜찮아요!
sg310**|무난무난하고 얇은 니트에요기본니트네요예쁘게 떨어지는 핏이에요좋아요긋긋근데 네이비가 약간 보라빛나는 네이비...?진한 퍼플? 근데 그것도 나름 예뻐요
sg310**|음...탐나는옷은 아니에요주름 잘가고 건조한 옷이에요원단이 싼 원단인게 티난다구해야하나...목부분이 좀 좁아요 브이넥치곤그리고 옷이 좀 작아요
sg310**|기본 면 버전보다 도톰한거말고 디자인 다 똑같아요겨울에 입기 조금 얇긴한데 그래도 좋아요이거만큼 편하게 입을 치마 없을듯
kibaenar**|아아 용량 부족으로 인해 사진 첨부를 할 수가 없습니다ㅠㅠㅠ 아쉽지만 글만으로 쓰겠습니다. 굉장히 따뜻한 니트입니다. 목 부분 역시 무척 두터워서 목 시림이 저언-혀 느껴지지 않아요. 실내에서 이 옷 입고 있으면 저는 땀까지 납니다. 이번 주부터 추위가 온다는데, 자주 입겠네요! 앞으로도 잘 입겠습니다-!
sg310**|음 좀 어옷이 얇고 뻣뻣해요그리구 목이 너무 길고 좁아요할인된 가격에 사서 크게 불만은없지만 원래가격이었으면 환불할거같어요
sg310**|얇지만 기본후드는 항상 예쁩니다마진 뺀만큼 약간 부실한느낌이 없잖아있는데그래도 이정도퀄이면 만족합니다좋아요
sg310**|니트중에 제일 주름 덜가고 색감도 예쁜데세일가격에 사니까 더 좋네요핏도 완벽해요 근데 좀 추워서 히트텍입고 입어야해요진짜 제일 득템한옷인듯!!!!!!!
kibaenar**|뭘 설치해야 사진 첨부가 가능하다건만 용량이 부족하고 귀찮아 못 하겠군요. 허나 어찌할 바 없으니 글로-! 먼저 벨벳 소재이기에 부들부들한 느낌이 너무나 좋답니다. 또 걸음걸음 거닐 때마다 찰랑찰랑거려 예쁩니다. 안감은 없습니다. 키가 작아 기장을 수선했어요! 친구들이 다 예쁘다 하네요. 잘 입겠습니다-.
sg310**|보송보송 짱이녜요세일할때 사서 더 좋아요 싼티도 안나고 부들뷰들해서 자꾸 하고싶어요
jsjs36**|재질도 부들부들하고 색상도 화면에 딱 그 색이네요! 입었을 때 뭔가 여리여리하고 부드러운 느낌이라서 맘에 쏙 들어요ㅋㅋ
ladin**|얘는 얘만 입고 찍은 사진이 없어서 그냥 글로만 씁니다걍 무난한 골지폴라티예여겨울에 골지는 선택이 아니라 필수기때문에 샀는데 조아여골지 만원 주고 사기는 뭔가 아깝잖아여그러니 여기서 2개사세여 꾿!
jsjs36**|예쁘고 좋아요! 사이즈도 딱 정사이즈네요ㅎㅎ 신발이 굽에 비해 생각보다 무겁지 않아서 더 좋은 듯 하네요 :) 추천합니다!!
ladin**|귀여어여비록 제가 예쁘게 못입었지만..★157인데 길이감 엉덩이 거의 덮어서 좋아여짧다고 하는 말이 있어서 쫌 걱정했는뎅저를 낳아주신 분께서 좀 인민군 같긴 한데 귀엽다고 하셨어여제 생각엔 얼굴문제인거같네여그럼 리만 마치겠다우
ladin**|아주 좋아여 되게 편해여짱짱하고 잘 늘어나요지퍼도 탄탄해서 밥먹을 때는 잠깐 허리 단추 풀러놓고밥 소화되면 다시 잠궈여사이즈 S샀는데 좋네여색도 예뻐서 요즘 맨날 입는듯참고로 첫번째 사진의 까만옷은 여기서 파는 뭐였지..폴라 맨투맨이에요
rkddbf**|같이 산 니트랑 입어봤어요! 제가 키가 큰 편은 아닌데 원피스가 조금만 더 짧았으면 저한테도 짧을 뻔 했네요ㅠㅠ 그래도 막 부담스럽게 짧지는 않아요! 카라도 동그랗고 귀엽고 색도 예뻐요:)♡
kseshba**|이거 보자마자 바로 찜해두고 돈 모아서 바로 질러버렸어요ㅠ 귀여워서 샀는데 코디하기도 편하고 오버핏이긴 한데 마른사람이 입어도 이쁘게 오버핏이지 심하게 크고ㅈ그러진 않아요! 진짜 잘 샀어요.
rkddbf**|같이 산 원피스랑 입어봤어요! 조금 얇은 편이긴 한데 색이 너무너무 예뻐요ㅎㅎ 바지랑 입어도 예쁜 거 같아요 :) 핑크색도 살까 고민중이예요ㅎㅎㅎ
kseshba**|이거 너무 좋음ㅠㅠ색감은 사진보다 좀 더 밝은 편이예요! 두툼해서 따뜻하고요! 재질도 굿굿! 색깔별로 다 쌀까 고민중이예요.고고싱 옷은 항상 성공적!
star47**|색상이 정말 예쁩니다. 생각보다 좀 박시하긴 하지만 겨울에 두꺼운 옷이랑 입기 좋을거 같아요. 색상이 따뜻해 보여서 한겨울에도 입기 좋을거 같아요. 옷이 너무 무겁지도 않네요. 편하게 막 입기 좋아요. 가격도 저렴해서 정말 좋습니다. 옷이 커서 불편하지 않아요.
star47**|셔츠랑 같이 입으려고 샀는데 진짜 가볍고 편해요. 너무 붙는 옷은 불편해서 이걸로 샀는데 적당하게 핏돼서 예쁩니다. 그냥 이거 하나만 입어도 예뻐요. 블랙만 샀는데 다른 색상도 더 사고 싶네요. 얇은데 따뜻해서 정말 좋습니다. 목폴라인데 별로 안불편해요.
star47**|따뜻하고 가벼워서 지금 입기 정말 좋습니다. 앞에 있는 끈도 너무 귀여워요. 색상도 너무 화이트가 아니라서 추워보이지 않고 따뜻해 보입니다. 팔 마감도 너무 퍼지지 않게 되어 있어서 좋아요. 따뜻해서 한파일 때에도 입기 좋을 거같아요. 치마랑도 잘 어울려요.
gsm050**|색도 제가 생각했던 색이고 핏도 괜찮고 만족해요 ! 니트가 두꺼운 편은 아니지만 얇아서 비치거나 하지는 않아요 잘 입을게요 !!
gsm050**|생각했던 것보다는 살짝 어둡고 탁하긴한데 전체적으로 예뻐요 핏도 괜찮고 만족해요 !! 근데 그렇게 두꺼운 편은 아니지만 안이 비치지는 않아요  옷 잘입을게요 !
gsm050**|고고싱에 있는 코트 다 둘러보고 고른 게 이 코튼데 후회 없어요 !!진짜 만족해요 색도 예쁘고 핏도 딱 예쁘게 떨어지고 길이도 적당해요 그렇게 두꺼운 편은 아니지만 얇진 않아요 적당하고 포근해요 잘입을게요
gsm050**|포토후기 1등 다음 언급이 없으셔서요 2등 ...? 디자인도 예쁘고 색도 예쁘고 전체적으로 만족해요 ! 아쉬운 점이 있다면 어깨가 좀 넓어보여요 ㅠㅠ 제 어깨가 넓어서 그래보이는 것일수도 있지만 다른 니트에 비해 전체적으로 좀 부해보여요 그래도 이 점 빼고는 다 만족해요 잘입을게요
gsm050**|기존 천국바지 나름 만족하면서 입고 있었기때문에 155용 천국바지도 좋을거라 생각했는데 생각보다 기장이 짧아요 ㅠㅠ 제가 155인데 발목이 훤히 다 보여요 걸어다니다보면 더 올라가서 잘보이고요 기장이 짧아서그런건지 양 쪽 다리 발목 부분이 길이가 좀 안맞아요 둘 다 안쪽 부분이 올라가있다고해야하나? 그리고 지퍼는 잘 올라가는데 지퍼 덮는 부분이 살짝 뒤집어져있어서 ? 좀 지퍼 열린 것처럼 보여요 155거나 156정도이신 분들은 원래 천국바지 구매하시는 게 나을 것 같아요 그래도 디자인하고 색은 정말 예뻐요 잘 입을게요
fbtpqls58**|이거색상이이쁘게안나올꺼같아서심히걱정을했으나괜히걱정한듯..ㅎㅎ크기도커서어디놀러갈때1박2일로갈때들고가기딱좋더라고요1박2일놀러갈때저는메고갔답니당
fbtpqls58**|양말크기도적당하고아이보리로시켯는데이뻐요!!요새흰양말모으고있는데자주사신을꺼같아용고고싱짱짱!!♡
hi82**|저처럼 키작으신분이나 살있으신분들을 위해서ㅜㅡㅜ 저 구매할때는 포토후기가 없어서 고민 진짜많이하면서 샀거든요근데 맨살에다 입으니까 좀 전 원시부족느낌도 났음ㅋㅋㅋ아그리고 검은스타킹은 티안나요 그래서 얇은 검스입으려는데 엄마랑 마주쳐서 한소리듣고 두꺼운검스신었는데 티가안나서 아쉽.....진짜스판기는 없어가지구 치마끝이 떠서 살짝 아쉽기는 하지만 후회하지 않아요 디자인이 이쁘니까^^놀러가거나 데이트할때 입으세요!!^^배송은 월요일에 시켜서 목요일에 배송해서 금요일에 왔어요
wjdals5**|2일만에 와서 바로 입어봤어요! 예쁘고 색도 마음에 들어요♡♡ 나중에 다른 상품 살 때도 여기서 구매 할게요! 핏도 괜찮아요!
a9asd**|와 이가격에 이핏,이재질이 가능한건가요ㅠㅜ♡♡♡색도 완전 선명하구요, 재질도 완전 굿이에요정말!!남방, 셔츠성애자인데 진심1900원이라는게 안믿겨요원가격이있엇는진 모르겠지만 19000원이엇어도 팔렷을거같아요 솔직히밖에 아우터로 걸쳐도 이쁘고, 품이딱 적당해서 이너로 넣어입어도 존예♡정말 잘입을게요 고고싱사랑해여
a9asd**|후기들 읽어보고 재질이 도톰하고 톡톡하다고 해서 믿고 구매했어요! 블랙을살까 엄청 고민하다 브라운을샀는데 색 진짜 이쁘게 뽑으신 것 같아요b키에 대비해서 어깨랑 덩치가 살짝있는 편인데도 아주 낙낙하게 여유잇는 이쁜 오버핏이에요안에 두꺼운 옷도 막 껴입을 수잇어서 좋아요!기장은 제 키 기준으로 무릎 위 5센치남짓 이구여 후기대로 따뜻하고 포근해요♡잘입을게요!!이쁜 코트 많이 부탁드려요~
onlyshe13**|검정색이랑 베이지색 시켰는데 아주살짝 비치고 기본으로 입기 좋은 것 같아요 쪼끔 얇은데 아우터랑 같이 입으면 괜찮을것 같습니당
onlyshe13**|검정색니트가 필요해서 시켰는데 싸서 이상할 줄 알았는데 그렇게 이상하지 않아요 그냥 기본으로 입기 좋고 쪼끔 얇은거 빼고는 괜찮아요
onlyshe13**|니트랑 허리인밴딩 슬림진이랑 같이 시켰는데 니트랑도 잘어울리고 좋았던거 같아요 인밴딩이라서 완전편하고 바지 밑에 디자인이 예뻐요
junp**|박시하고 색도 예뻐요! 저는 예쁜데....음..좀크긴한데 그래도 예뻐요! 저는 맘에들었어요 ㅋㅋㅋ 단독으로 이것만 입으면 다른분이 말씀하셨드니 약간.. 택시기사님들 유니폼같기는한데 레이어드해서 잘입고 있어요!
ssb989**|무난하게 입기에 너무 좋아요. 길이도 짧거나 길지 않고 적당해요! 다크카키 컬러선택도 잘한것같아요ㅎㅎ 추천합니다!
ssb989**|155보다 살짝 큰키인데 저한테는 좀 짧아요. 9부스키니처럼 봄에 입어야 할것같아요ㅎㅎ 허리도 편하구 원단도 쫀쫀해서 좋아요!
ssb989**|일단 진짜 편해요! 키도 작은편인데 수선 필요없이 길이 딱맞게 떨어지구요ㅎㅎ 블랙으로 구매했는데 진청도 살까 생각중이에요. 역시 고고싱바지는 믿을만한것같네요!
ssb989**|입었을때 핏이 일단 만족스러워요! 한가지 아쉬운점은 키가 작은편인데도 짧은감이 살짝 있다는거? 벨트랑 같이 코디하면 예쁩니다
rmarkdqkdl**|원래 기본 검정 스키니진이 없어서 다른 거 사는 김에 갵이 사자 하는 맘으로 별 흥미 없이 구입한건데 첨엔 슬랙스 같이 생기고 작아보여서 이거 들어갈까 했지만 들어가요!! ㅋㅋㅋㅋ 그리고 핏도 잘 나와서 넘나 만족
rmarkdqkdl**|허벅지가 뚱뚱통통하고 종아리가 얇은 편인 그 허벅지 비만인뎅 이 바지는 다른 바지랑은 달리 완전 예쁜 핏을 선사해 주셨습다ㅏ..!! 허벅지가 많이 커버 된 듯..!어디에나 코디해도 넘나 예쁠듯..'-' 고고싱싱
ekqls9904**|옷 귀여운데 제가키가  커서그런가 너무짧더라구요..모델착삿볼때는 안짧을꺼같아서샀는데..  짧아서 장롱행이지만 상품은 굉장히 귀엽네요!  키 150대이신분들은 이쁘게입으실듯아 근데 모직인데 굉장히 얇음 겨울보단 가을이나 봄에나입을수있을듯
disk10**|옷받은지는 꽤됐는데 리뷰를이제야올리네요ㅠㅠ배송도 되게빨리왔구요ㅎㅎ치마가 혹시나 입었을때짧을까 걱정도많이했었는데 생각외로 그리막짧지도않고 딱기장도적당하고 핏도괜찮았는 것 같아요!제가원래 치마를진짜 교복치마밖에안입어봤구 치마자체를잘안입는데 이치마 너무이쁘구요ㅠㅠ애들이랑 놀러갈때 자주입고댕겨요ㅎ 너무좋은상품감사드려요~♡
kimji10**|블루랑 그린색상 고민하다가 그린샀는데 생각보다 옷색깔이 너무이뻐요!주머니도 달려서 귀엽고요 근데 제가키가 큰편이라 그런지 밑부분이 쭈리로 되있어서 생각보다옷기장이좀 짧았어요.  배송도 빨리왔고 잘입고다니겠습니다!
