wlghclg**|넘나예뻐요>< 다음에도 또 사입고 싶어요 색깔별로 소장하세요ㅜㅜㅜ
bananana3**|사실 색깔이 너무 어둡진 않을까 나이들어보이는 색깔아닐까 걱정했는데 되게 맘에 들어요! 딱 원하던 색이예요 녹차색같아서 좋아요! 올리브색 좋아하는데 고민하는 분들은 사셔도 좋을것같아요ㅎㅎ 참고로 제가 찍은 사진엔 색감이 많이 다르게 나왔어요ㅠ 원래는 옷만 찍은 사진에서 더더 어두운 색깔이예요 말차색같은ㅋㅋ
areums**|도톰하구요~~생각보다 커요ㅎ한겨울에 코트안에다 입음좋지만 커서  잠바등에 입어야할거 같아요ㅎ약간 무게감도 있지만좀더 추워지면 원피스랑 매치해서 입기에도 좋을거 같넹르 제키에는 엉덩이를살짝가려요ㅎ고맙습니다. 잘입을게요
chahl09**|배송이걱정됫는데 빨리왓고 자국이라해야되나 이런부분많이 신경쓰엿는데 그러지않앗고 나룸괜찮엇어요 급하게필요해서 샀는데 후회하지않아요
chahl09**|검정색살까말까 고민햇는데 네이비색도나쁘지 않앗고 추석연휴라 늦을거라생각햇는데 일주일도 안된채 왓어요 ㅎ 길이도 짧ㅇ지도않앗고 괜찮앗어요
wer179**|니트조끼 정말정말맘에듭니다 게다가 세일해서샀는데 걍 개존예엥요 겁나이뻐요 색도너무맘에들고 부해보이지도않고 친구들도 ㅇ다이쁘다네용ㅎㅎㅎ가격에비해 너무 잘산것같아용 걍예뻐여
wer179**|친구랑 할인해서 샀는데 ㅠㅠㅠㅠ너무이쁜것같아요 색깔이 핑큰데 실물이더이쁘고요 약간비치긴하는데 그리신경은 안써도돼욤ㅋㅋㅋ봄에도입기좋을것같아요 간지럽거나 따갑거나하지도않고 착용감도 가격에비해 매우우수해용
khy0112**|생각보다 너무 이뻐서 놀랬어요!!!!!뒷부분이 앞부분보다 살짝 더 길어서 그냥 옆에사 봐도 괜찮고 너무 이뻐요!특히 팔부분이 살짝 크게 만들어져서 완전 여리여리해보여요 진짜 꼭사세요!!!!!!! 이거는 안사면 후회해요!
wsy80**|키가 작아서 혹시 이상하지 않을까 걱정 많이 했는데 다행이 어는정도 맞는것 같네요 근데 허리가 너무 커서 쫌 줄여야될것 같아요
qhal61**|기본 와인 골지 양말입니다 메리제인과 신으러고 샀고요 큰불만은 없어요 애초에 기본양말이고 가격도 싸고...그냥 한두철 편히신을거같아요
qhal61**|니삭스에 꽂혀서 여기저기 찾아보다가 다른 옷사면서 같이 샀어요!!브라운인데 거의티나지않는 블랙에 가낍고요 사실저는 무릎아래쯤 오는 기장을 원했는데 허벗지까지 오네요
qhal61**|기본 흰양말입니다! 무지면이고요~ 메리제인에 신으려고 샀는데 무난무난한 느낌으로 신기 좋아요ㅎㅎ 몇번빨면 헤질거같진하지만
qhal61**|조금 짧은거 빼고는 전반적으로 만족해요 터틀넥이 좀긴느낌이였지만 두번 접으니 적당했고 짜임도 예뻤어요 근데 조금 간지럽긴했어요ㅜㅜ
qhal61**|일반적으로 찾을 수 있는 디자인의 니트에요! 짜임도 짱짱하고 색도 고급스러운 와인으로 예뻐요~ 근데 조금 아쉬운건 핏이 애매한 감이 있는거 같아요
wldms58**|처음에 청자켓을 구매해야겟다고 생각하고 찾아봣는데 그냥 모델핏 보고 꽃혀서 샀어요 이것저것 살피지도 않고!그런데 핏 길이감 색감 모두 맘에들어용 아무생각없이 삿는데 완전 성공적!!!! 데일리로 입기좋고 이번 가을 이친구와 함께하고 싶네용
wldms58**|처음에 보자마자 망햇다. 라고 생각햇어요 그만큼 너무 작아보엿고 안들어갈거라고 생각햇죠. 근데 왠걸 입어보니 들어가더라구요 스판이 대단한거죠 게다가 아쉬운점은 위에 단추부분이 먼가 약해보엿던 점이 잇어요 그부분빼면 무난한 바지에용
wldms58**|이건 그냥 모델핏보고만 삿는데..음 우선 색감이나 길이감은 마음에 들어요. 그런데 입어보면 조금 무겁고 위에 목부분이나 밑에 시보리 부분은 먼가 헤진느낌? 짱짱한 느낌이 없어요. 목부분과 밑 부분만 좀더 짱짱햇으면 좋았겠다라는 아쉬움이 있네요
wldms58**|제가 원래 블랙양말을 자주신는데 많이 잃어버리고 헤져서 새로 하나 구매했습니다. 기장도 길고 질감도 좋고 색감도 좋고 무엇보다 새양말이라 짱짱해서 마음에 들어요 색깔별로 다사고 싶어요 ㅋㅋㅋ 고고싱은 양말까지 꼼꼼하네요 구웃ㅎㅎㅎ
wldms58**|항상 무지티만 입고 다른 무늬는 애용하지 않앗는데 그냥 꽃혀서 산 스트라이프 단가리티! 잘산것같아요 질도 좋고 데일리로 입기에도 좋고 안에 받쳐입기도 좋고! 색감이랑 질감 가격모두 만족합니다 잘입을게용 고고싱!!!!!! 번창하세용
wldms58**|4년전에 산 청자켓으로 계속 봄 가을 마다 입고 지내고 있었어서 이번에 새로운 자켓하나 사려다가 캔버스자켓을 구매하게 되었어요. 비슷한 색 말고 색다른 색을 사려다보니 그레이 구매하게 되었는데 너무 맘에듭니다. 색도 핏도 굿굿이에요 이번 가을 애용해야겟어요!ㅋㅋㅋ
jain75**|A라인 제대로 들어가서 너무 좋아요! 에이라인 괜히 어중간하면 다리길이도 애매해보여서 별로인 경우가 많은데 라인이 정확하게 에이라인으로 들어가서 확실히 다리 예뻐보여요!! 색깔도 딱 쨍한 청색이라서 데일리템로 매치하기 좋더라구요 사이즈는 원래 항상 m이나 l입는데 이거 m 은 허리가 살짝 크더라고요 그래서 벨트안하면 허리 옆이 살짝 붕뜬는 정도...?그래서 벨트 꼭 해주고있어요-
kyj38**|28~29입는데 꽉껴서 안들어가네요....기대햇는데 ㅠㅠㅠ너무슬프네요 사이즈가 작은편인것같으닌깐 참고해서 사세요!!나머지는 사진그대로인것같아요 ㅠㅠ배송은 빠르네요 살빼서입을께요
ebi2**|지금 날씨에 데일리의상으로 입기 좋은거 같아요~ㅎㅎ파스텔핑크색상 구매했는데 화이트색상도 추가 구매하고 싶네요!
chj03**|가격이 싸서 질감이 안좋을까봐 걱정했는데 생각했던것과는 아주 달리 박스티처럼 풍덩하고 두툼해서 겨울에도 입을수있을것같아요! 아주 잘 입고다니고 있습니다!!^^
ksm9506**|저는 어께가 살짝 드러나게 입는게 좋은것같아요!! 큰 기대를 하지 않았는데 정말 마음에 들었어요!! 하나 더 구매할 예정입니다!! 잘 입을게요~
pie**|브라운색상으로 구매했어요 배송이 너무 느려서 좀그랬지만..옷이 너무 예쁘네요.. 지금 입기 딱좋아요ㅎ근데 자켓이 생각보다 크네요
dydgusdk**|원래잇던 청치마를 버리게 되서 새로 샀는데 처음에 보자마자 너무 작아서 애기옷인줄 알았어요...입었더니 들어가긴 들어가는데 숨을 못쉬겠.....ㅎㅎㅎ오늘 다시 입어보니까 괜찮은데 배가 좀 튀어나오네요ㅠㅠ 작게나온건지 제가 살이찐건지...그래도 치마가 잘늘어나서 불편하진 않아요~~~~신축성진짜 좋은거같아욤ㅎㅎㅎ
pie**|진청이 다 품절되서ㅜㅜ블랙색상 s로 구매했어요 생각보다 스판이 좋아서 굉장히 편해요!! 길이감도 발목까지라 딱 좋구요ㅎ
ksm9506**|길이는 종아리 중반정도까지 와요!! 긴 제품을 원해서 저는 만적했는데 다른 분들은 고민해보시는게 좋을것같아요!! 핑크색 가디건은 한번도 구매해본적이 없었는데 예쁨 핑크색이라 좋았습니다!! 잘입을게요ㅎ
pie**|핑크색상으로 구매했어요!!기모로 사면 너무 부해보일까봐 쭈리로 샀는데 많이 얇지도않고 좋네요ㅎ팔이 정말 길어요 다른색상도 사구싶내용
tpdl9**|가을에서 초겨울사이에 가디건 두꺼운거 입고싶어서 주문했는데 어거 진짜 이뻐요!!강추!! 완전 실물하고 그대로구요 두께도 두꺼워요 제가 어깨가 넓은편인데 그렇게 막 넓어보이지도 않았어요  한번 사시면 진짜 후회하지않을 선택인것같아요!!
pie**|그레이 색상으로 구매했어요 요즘 같이 선선한 날씨에 입기좋네요ㅎ품도 커서 여리여리해보이고 다른색상도 구매할까봐요~~
ksm9506**|배송 오자마자 바로 입어봤어요!! 구김이 있는데 세탁하면 괜찮아질 것 같고 색은 화면이랑 비슷한것같아요!! 개인적으로 카키색 구매해보고 싶어서 샀는데 만족스럽습니다!!
pie**|베이지색상으로 구매했어요~요즘같이 선선한 날씨에 입기 정말 좋은거같네요ㅎ 핏도 예쁘구요 다른 색상도 구매하고싶어요!
wjdektha3**|진짜!! 짱 두껍고 길이도 적당하고 따뜻해요! 겨울에 입기 딱인것같아요 너무 이뻐요ㅠㅠ 기대한 만큼이나 너무 이뻐서 좋았어요 ㅎㅎ 항상 좋은 상품 감사합니다~~♡♡♡
wjdektha3**|옷이 좀 얇아서 안에가 비추고 너무 딱 맞는 감이 없지 않아 있는 것 같아요ㅠㅠ 그래도 봄이나 가을에 지금 날씨에 입기 좋은 것 같아서 후회하진 않습니다! 감사합니당 ㅎㅎ
ghwjd30**|두가지 색을 샀는데 다크오렌지가 진짜이뻐요!!!!! 싼맛에그냥 여러벌샀는데 저는 만족합니다 가격대비 진짜좋은거같아요
ghwjd30**|그냥 이쁩니다ㅠㅠ핏도 제가 원하는 핏이고 길이감도 딱골반정도에 옵니다. 그리고 색깔이 이뻐요 실물이훨씬 이쁜거같아요!!
ghwjd30**|키가작은편이라서 항상 옷살때 길이를많이 보고 사는편입니다. 소매는 한두번정도 접어입으면 괜찮은데 길이가 저한테는 생각했던거보다 길더라구요ㅠㅠ 엉덩이가 다 덮히는정도에요. 그래도 저는 만족하고 엄청 잘입고 다닙니다!!
1775670139369525**|그레이랑 와인를 고민하고 있었는데 와인이 색깔이 더 이뻐서 시켯는데 너무 이뻣어요!!!진짜 사길잘한거 같아요!! 근데 스타킹에 입기에는 짧은것 같구요 안에 긴 스키니바지를 입고 입으면 더 이뻐요!!
1775670139369525**|리뷰를 빨리 썻어야 하는데 몇주가 지나서 쓰게되네용...ㅠㅠ 가디건 입어보니다 떠뜻하기도 하고 빨강은 색깔이 너무 이뻐요!!!그리구 그레이는 평범하게 어느옷이든 다 잘 어울리는것 같아요!!!
wjdtj14**|진짜 이건 너무 이뻐 색도 이쁘고 옆에 트임도 이쁘고 꾸민듯안꾸미듯ㅎ게 이ㅃ을수이잌ㅅ는여ㅣㅗㅅ-이빠요어어어와넠 굿
wjdtj14**|이건 진ㅋ자 즐겨입어요 적힌 글자도 명언이라 더 좋ㄱㅡ고 입으면 핏도 이쁘고 팔부분이 젤 좋아요 길이능 적딩하고 157기준으로 허벅지가 시작되는브분에서 끝나녕
wjdtj14**|이건 데일리룩으로 입기 젤 좋음 뭔가 대충입으건같으면서 이쁘고 여리여리해보이고 그런 이미지를 만들어주는 티셔츠인거같아요
wjdtj14**|이거 진짜 입고 다리 찟어보면 느끼실수 있는 편안함.. 편한데 컷팅까지 합해져서 이쁘기 까지..! 그런데 저는 허리부분이 얇아서 헐렁하깇래 벨트쓸려구여
block**|일자 바지가 없어서 여기저기 찾던 중에 발견했어요. 사실 연청과 많이 고민 했지만 진청도 나름 예쁜것 같아요. 하지만 연청도 하나 더 갖고 싶네요 ㅋㅋㅋ 진청은 색깔 특성상 처음에 입을 때 물빠짐이 있을 수 있어요. 간과했다가 흰색가방이 몽땅 청색으로 물들었네요. ㅜㅜㅜㅜ 바지는 입었을 때 어떻게 보면 일자 느낌도 있는데 어떻게 보면 살짝 부츠컷 느낌도 나네요. 좀 더 일자 핏이였으면 좋았겠다 라는 생각이 들어요. 무난하게 잘 입을게요!
wjdtj14**|두껍고 목부분이 올라온 형태의 옷이여서 추울 때 입으면 좋아요 목이 따듯해서 많이 안춥고 어깨부분 박음질이 밑부분에 되있어서 더 이쁜고같아요 여리여리해보여요
block**|데일리로 입을 만한 남방 찾다가 발견했어요. 저는 네이비로 구매했는데 튀지도 않고 무난하게 잘 입을 수 있을 것 같아요. 바지나 치마 안에 넣어서 입어도 되고 아우터로 가볍게 걸치기에도 너무 좋네요. 잘 입겠습니다!!
block**|가볍게 입을 만한 남방을 찾다가 발견하게 됐어요. 그냥 흰색 블라우스 보단 저는 이렇게 무늬가 있는 디자인을 좋아해서 좀 케주얼 해 보이는걸 좋아해요. 청바지, 검정색 바지, 흰색바지 다 잘 어울릴 것 같아요. 살짝 비침이 있지만 안에 나시 입고 입으면 큰 무리는 없을 것 같네요. 잘 입을게요
block**|보자마자 이거다! 하고 꽂혀서 바로 구매 클릭클릭 했어요. 소매는 그대로 다 펴서 입어도 예쁘고 반 점어서 입어도 예쁘네요. 세로줄 남방 하나 사려던 참에 가격도, 디자인도 괜찮은 옷을 발견해서 너무 기분 좋네요. 잘 입겠습니다!
chltnqls53**|처음에 핏이 안이쁘면 어쩌나 하고 걱정했었는데 가격에 비해 핏이 괜찮았음!! 키가 158에서 9정돈데 길이도 딱맞았음 무엇보다도 엄청 편함ㅎㅎ(위 니트도 고고싱니트!)♡
block**|추석연휴 전에 주문해서 연휴 지나고 받았어요.연휴 생각하면 그리 늦은 배송기간은 아니였어요. 저는 홀리카 가디건을 가디건 겸 니트로 입으려고 샀는데 두께도 아주 두껍지 않고 맘에 들어요. 니트로 입기에는 조금 짧은 감이 있으니 참고해서 사시면 될 것 같아요. 간절기에 입기 좋은 것 같네요. 잘 입을게요!
lsj72878**|다른 니트 살려고했는데 다품절이더라구여ㅠㅠㅠㅠ 그래서 어쩌지 했는데 몽그리 니트보고 바로샀어요!! 생각보다 두꺼워서 겨울내내 잘입을거같아요♡ 이제 옷도 고고싱에서만 사게 되는거같아여! 사고 싶은것들 장바구니에 넣어놔서 얼른 결제 해야겠어요! 잘입을게요♡
lsj72878**|옷이 좀큰데 그래도 이쁜거같아요! 어디에나 잘어울리고 고고싱에서만 옷을 사다보니깐 다른곳 옷들은 별로 눈에 들어오지도않고 맨날 고고싱에서 사게되는거같아요! 청자켓 필요했는데 다른곳은 2만원 넘는데 고고싱은 2만원 안넘더라구요!! 그래서 바로 구매했어요~ 옷잘입을게요♡
doden5**|날이 쌀쌀해져서 긴청바지가 있었으면 해서 찾아보던중 발견한 바지에요!!!!!하비가 고민이라 치마만 입거나 원피스만 입었었는데 이건 뭐 핏도 이쁘고 색감도 이쁘고 무엇보다 더 너무 편해요 살짝과장하면 레깅스같달까요ㅎㅎ많이파세용
wjdgpqls74**|체형비슷하신 분들 후기보고 s 사이즈 구매했는데 생각보다 좀 작아서 당황.. ㅠㅠ 모델분 보고 조금 널널한 일자팬츠 기대하고 있었는데 그냥 스키니 같아요 .. 그래도 접어입으면 예뻐요 만족 !!!!!  잘 입고 다닐게용 번창하세요 ^^ ~~~~~~~
kxkx04**|확실히  두께는  별로  두껍지믄  않아요. 색감은  아주 무난한  검정이고요. 단지 단추가 조금  벌어지네요.제가 골반이 조금 있는데  그래서 그런지 핏이 너무 안예뻐요 ㅜㅜ.
kxkx04**|이 니트가 좋아서 벌써 세개나 있어요. 기본적으로  아무 셔츠나  걸쳐도 잘어울리고 핏도 여리여리하개 보여서 좋아요. 재질이 너무 얇디  않아서 좋아요.
kxkx04**|겨울  테니스스커트가  필요했는데  잘산것  같아요. 톡톡하게  입을수 있고 라인도 이쁘게 잡혀요. 색깔도 예상했던 사진상이랑  비슷해서 좋아요
976953372415339**|트임이있고 뒤에 조금 길어서 좋아요 색깔도 브라운 딱 브라운이에요 부담없이 이쁘게 입을수 있을거 같아 좋네욬ㅋㅋㅋㅋㄱㅋㄱ
976953372415339**|목이좀 길고 넓어서 당황했지만 색깔도 진짜 똑같아요 코코아색ㅋㅋㅋㅋ겨울에이쁘고 부담없이입을수 있을거같아 좋네요 고고싱 흥해라!
